course_name,login_count,active_days,login_frequency,login_consistency,course_access_count,module_completion_rate,page_view_count,class_exercise_submissions,class_exercises_attempted,total_practice,exercises_attempted,quiz_attempt_count,quiz_completion_rate,quiz_average_score,quiz_view_count,mock_exam_score,portal_based_exam_score,model_exam_score,pba_score,cia_score,end_semester_score,in_between_assessment_grade,pba_assessment_score,average_access_hour,study_session_count,time_spent_on_course_minutes,study_frequency_per_week,week_1_6_engagement,week_1_9_engagement,week_1_12_engagement,week_1_16_engagement,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,completed_modules,study_interval_regularity
Course 24,158,75,2.11,0.32,52,0.0,5,14,11,294,173,6,0.0,31.33,156,0.0,0.0,0.0,0.0,38.0,41.0,30.0,0.0,6.72,21,1173.0,11,683,1711,2124,2124,9,28,293,37,248,68,44,621,363,0,380,33,0,0,0,0,0,0.702
Course 24,142,67,2.12,0.3,134,0.0,18,21,11,505,173,4,0.0,16.83,163,0.0,0.0,0.0,0.0,24.0,19.0,17.17,0.0,11.62,21,5995.0,10,348,1231,4315,4315,0,0,80,11,167,90,0,258,625,0,341,2743,0,0,0,0,0,0.764
Course 24,2,2,1.0,0.67,8,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,2,106.0,1,16,16,16,16,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0.667
Course 24,133,60,2.22,0.26,97,0.0,5,13,11,212,165,4,0.0,25.0,108,0.0,0.0,0.0,0.0,35.0,19.0,27.0,0.0,6.97,23,2081.0,10,247,882,1614,1614,0,22,21,43,139,22,0,33,602,27,87,618,0,0,0,0,0,0.625
Course 24,201,70,2.87,0.31,74,0.0,16,14,10,217,153,6,0.0,23.17,112,0.0,0.0,0.0,0.0,34.0,6.0,27.0,0.0,8.89,27,2733.0,11,698,1380,1758,1758,3,11,8,377,155,144,0,270,412,0,330,48,0,0,0,0,0,0.686
Course 24,161,97,1.66,0.41,59,0.0,10,12,11,292,173,5,0.0,28.13,98,0.0,0.0,0.0,0.0,32.33333,25.0,29.33,0.0,9.2,29,6047.0,11,925,2027,2591,2591,70,282,187,42,192,152,0,406,696,36,484,44,0,0,0,0,0,0.743
Course 24,170,66,2.58,0.28,114,0.0,35,11,11,185,144,6,0.0,24.67,167,0.0,0.0,0.0,0.0,40.0,19.0,30.0,0.0,8.56,28,1966.0,11,630,1046,1701,1701,0,0,7,377,211,35,0,253,163,0,612,43,0,0,0,0,0,0.706
Course 24,166,76,2.18,0.32,35,0.0,5,8,8,143,134,6,0.0,26.33,109,0.0,0.0,0.0,0.0,40.0,22.0,28.67,0.0,8.49,18,1260.0,8,182,574,1179,1179,1,4,0,103,58,16,0,302,90,0,571,34,0,0,0,0,0,0.577
Course 24,144,72,2.0,0.32,75,0.0,8,22,11,337,172,4,0.0,28.17,108,0.0,0.0,0.0,0.0,34.0,23.0,30.83,0.0,6.87,28,3246.0,10,920,2063,2677,2677,24,151,319,137,280,9,0,717,426,2,541,71,0,0,0,0,0,0.721
Course 24,176,91,1.93,0.38,26,0.0,37,8,7,181,142,6,0.0,20.0,146,0.0,0.0,0.0,0.0,29.0,24.0,19.67,0.0,9.9,36,4807.0,12,260,1317,1879,1880,9,54,37,10,94,56,1,188,868,28,305,229,1,0,0,0,0,0.722
Course 24,180,80,2.25,0.34,77,0.0,8,16,11,363,173,5,0.0,25.87,155,0.0,0.0,0.0,0.0,34.0,20.0,28.67,0.0,11.54,27,3541.0,11,980,2053,2679,2679,9,215,157,286,201,112,0,461,612,1,132,493,0,0,0,0,0,0.741
Course 24,225,67,3.36,0.29,73,0.0,3,16,11,294,170,5,0.0,22.67,122,0.0,0.0,0.0,0.0,32.0,26.0,20.44,0.0,9.43,22,3270.0,11,679,1583,2414,2414,0,129,136,24,303,87,85,205,614,0,121,710,0,0,0,0,0,0.714
Course 24,211,92,2.29,0.39,69,0.0,41,11,10,461,170,5,0.0,28.0,199,0.0,0.0,0.0,0.0,35.0,30.0,28.5,0.0,9.73,39,5444.0,11,1916,3661,4206,4206,32,685,169,37,728,265,1,784,960,1,370,174,0,0,0,0,0,0.814
Course 24,254,86,2.95,0.37,127,0.0,4,13,11,335,173,6,0.0,27.56,230,0.0,0.0,0.0,0.0,35.0,23.0,28.78,0.0,9.97,32,4645.0,11,1222,2540,3334,3334,6,426,203,160,392,35,1,860,457,101,541,152,0,0,0,0,0,0.768
Course 24,148,73,2.03,0.31,26,0.0,1,9,8,214,165,4,0.0,20.5,87,0.0,0.0,0.0,0.0,30.0,13.0,23.0,0.0,7.71,23,1724.0,12,283,1169,1488,1488,0,56,32,32,151,12,0,308,578,0,297,22,0,0,0,0,0,0.664
Course 24,203,88,2.31,0.39,70,0.0,5,16,11,432,173,6,0.0,28.06,154,0.0,0.0,0.0,0.0,40.0,18.0,30.44,0.0,8.48,32,5707.0,11,1485,2481,3330,3330,21,620,242,70,405,127,0,582,414,0,557,292,0,0,0,0,0,0.76
Course 24,222,84,2.64,0.36,302,0.0,21,21,11,359,168,6,0.0,21.78,189,0.0,0.0,0.0,0.0,31.0,19.0,24.22,0.0,9.47,40,5734.0,11,887,2689,3763,3763,6,97,356,128,212,88,120,435,1247,60,543,471,0,0,0,0,0,0.805
Course 24,204,56,3.64,0.26,72,0.0,0,8,5,117,91,5,0.0,22.4,106,0.0,0.0,0.0,0.0,34.0,19.0,29.0,0.0,6.65,13,1577.0,7,254,883,1128,1128,0,0,0,131,115,8,0,473,156,0,45,200,0,0,0,0,0,0.591
Course 24,120,62,1.94,0.27,59,0.0,1,12,11,230,173,5,0.0,28.4,82,0.0,0.0,0.0,0.0,31.66667,25.0,29.5,0.0,10.72,23,1199.0,9,327,1252,1882,1882,0,1,16,146,128,36,0,718,207,0,594,36,0,0,0,0,0,0.691
Course 24,137,81,1.69,0.35,125,0.0,9,19,10,329,172,6,0.0,24.31,130,0.0,0.0,0.0,0.0,33.0,26.0,23.61,0.0,9.22,38,4621.0,11,854,2515,3295,3295,1,34,122,196,278,223,0,760,901,18,259,503,0,0,0,0,0,0.775
Course 24,322,96,3.35,0.41,75,0.0,79,16,11,332,173,5,0.0,28.87,131,0.0,0.0,0.0,0.0,35.0,26.0,30.17,0.0,10.7,41,8325.0,12,1256,2496,3369,3369,151,283,232,160,323,107,142,221,877,24,666,183,0,0,0,0,0,0.788
Course 24,196,78,2.51,0.33,86,0.0,14,20,11,405,173,6,0.0,25.94,149,0.0,0.0,0.0,0.0,39.0,21.0,29.22,0.0,11.32,31,4937.0,11,1624,2675,3325,3325,0,47,710,156,168,543,64,337,650,46,544,60,0,0,0,0,0,0.771
Course 24,252,92,2.74,0.39,300,0.0,29,15,11,381,178,5,0.0,27.4,107,0.0,0.0,0.0,0.0,35.0,25.0,30.5,0.0,8.94,30,2988.0,11,714,1557,3122,3122,28,117,242,33,150,144,0,481,362,40,205,1320,0,0,0,0,0,0.753
Course 24,269,89,3.02,0.38,182,0.0,13,18,12,612,203,6,0.0,30.17,244,0.0,0.0,0.0,0.0,35.0,28.0,31.0,0.0,11.24,38,6468.0,11,1647,4531,5880,5880,23,221,310,269,714,110,1,1102,1781,9,689,651,0,0,0,0,0,0.83
Course 24,212,89,2.38,0.38,89,0.0,4,17,11,397,173,5,0.0,27.4,127,0.0,0.0,0.0,0.0,32.0,23.0,28.0,0.0,8.32,29,4359.0,11,1296,3182,4129,4129,0,184,243,55,552,262,92,829,965,0,800,147,0,0,0,0,0,0.791
Course 24,145,72,2.01,0.31,67,0.0,9,17,11,266,167,5,0.0,28.8,106,0.0,0.0,0.0,0.0,33.0,32.0,27.0,0.0,8.77,34,3434.0,12,815,1751,2503,2503,30,66,211,83,310,115,7,501,428,4,388,360,0,0,0,0,0,0.753
Course 24,73,34,2.15,0.16,25,0.0,4,11,8,192,150,4,0.0,20.5,57,0.0,0.0,0.0,0.0,22.0,20.0,19.5,0.0,6.39,10,948.0,6,37,130,1495,1495,0,0,1,0,16,20,0,4,89,0,35,1330,0,0,0,0,0,0.598
Course 24,132,66,2.0,0.29,82,0.0,18,16,11,371,171,5,0.0,22.4,124,0.0,0.0,0.0,0.0,35.0,28.0,20.67,0.0,11.47,26,3958.0,11,569,2062,2970,2970,20,7,190,14,251,87,0,453,1040,24,816,68,0,0,0,0,0,0.72
Course 24,156,77,2.03,0.33,77,0.0,16,16,10,295,172,6,0.0,22.28,193,0.0,0.0,0.0,0.0,34.0,28.0,23.56,0.0,7.92,30,3106.0,11,617,1775,2474,2474,1,84,219,110,64,139,58,658,442,5,646,48,0,0,0,0,0,0.735
Course 24,134,56,2.39,0.25,269,0.0,1,12,8,220,156,5,0.0,29.4,105,0.0,0.0,0.0,0.0,34.0,28.0,30.0,0.0,7.33,28,2146.0,12,234,1354,1745,1745,1,44,75,19,72,23,184,733,203,0,330,61,0,0,0,0,0,0.689
Course 24,144,66,2.18,0.28,96,0.0,4,1,1,83,62,4,0.0,24.83,127,0.0,0.0,0.0,0.0,35.0,14.0,30.67,0.0,7.33,27,2144.0,10,191,760,940,940,1,6,11,51,96,26,0,162,407,9,133,38,0,0,0,0,0,0.594
Course 24,168,78,2.15,0.33,73,0.0,12,21,11,314,173,5,0.0,31.67,131,0.0,0.0,0.0,0.0,35.0,42.0,30.17,0.0,7.42,27,2903.0,11,998,2200,3001,3001,35,206,94,67,292,304,26,412,764,0,745,56,0,0,0,0,0,0.758
Course 24,165,75,2.2,0.32,61,0.0,6,13,11,272,173,5,0.0,27.8,146,0.0,0.0,0.0,0.0,35.0,19.0,31.0,0.0,6.68,25,3072.0,11,716,1640,2312,2312,0,181,180,87,242,26,0,73,851,0,258,414,0,0,0,0,0,0.717
Course 24,207,78,2.65,0.34,82,0.0,12,16,11,307,168,4,0.0,25.42,161,0.0,0.0,0.0,0.0,30.33333,14.0,29.33,0.0,7.59,30,4013.0,11,1245,2203,2990,2990,0,202,387,270,282,104,1,298,659,10,637,140,0,0,0,0,0,0.758
Course 24,211,75,2.81,0.33,86,0.0,8,12,11,231,177,6,0.0,23.0,140,0.0,0.0,0.0,0.0,38.0,23.0,22.33,0.0,7.5,27,3343.0,12,374,1791,2302,2302,0,13,64,17,205,75,0,575,842,0,71,440,0,0,0,0,0,0.728
Course 24,217,85,2.55,0.36,80,0.0,16,12,11,321,169,5,0.0,24.2,103,0.0,0.0,0.0,0.0,33.0,22.0,24.0,0.0,9.71,35,5108.0,11,1093,1980,2623,2623,1,3,131,46,731,181,5,470,412,5,537,101,0,0,0,0,0,0.748
Course 24,291,114,2.55,0.48,152,0.0,31,56,12,1148,193,6,0.0,30.72,178,0.0,0.0,0.0,0.0,35.0,38.0,31.11,0.0,10.18,45,11977.0,11,3117,5849,7610,7610,197,703,518,421,1041,237,236,1069,1427,414,769,578,0,0,0,0,0,0.863
Course 24,193,97,1.99,0.41,104,0.0,28,20,11,429,173,5,0.0,30.67,116,0.0,0.0,0.0,0.0,43.33333,48.0,25.78,0.0,11.86,46,8573.0,12,1013,1658,3055,3055,4,264,164,98,281,202,41,118,486,21,569,807,0,0,0,0,0,0.806
Course 24,140,77,1.82,0.33,34,0.0,2,19,11,307,175,5,0.0,37.2,84,0.0,0.0,0.0,0.0,44.0,49.0,39.5,0.0,5.53,29,2208.0,12,710,1497,2050,2050,1,79,305,121,99,105,0,336,451,2,485,66,0,0,0,0,0,0.708
Course 24,253,103,2.46,0.44,121,0.0,68,15,11,669,146,5,0.0,20.6,140,0.0,0.0,0.0,0.0,35.0,25.0,23.5,0.0,9.38,37,6453.0,11,1834,3936,4615,4615,6,262,412,378,606,170,15,1425,662,92,483,104,0,0,0,0,0,0.815
Course 24,222,118,1.88,0.5,118,0.0,95,25,11,893,173,6,0.0,26.33,165,0.0,0.0,0.0,0.0,41.0,31.0,24.33,0.0,9.76,40,7099.0,11,1891,4443,6198,6198,1,41,673,311,589,276,590,1070,892,136,1494,125,0,0,0,0,0,0.844
Course 24,117,68,1.72,0.29,110,0.0,8,21,7,316,143,6,0.0,24.94,131,0.0,0.0,0.0,0.0,34.0,21.0,24.56,0.0,8.22,32,3960.0,12,1069,2183,2851,2851,0,24,433,43,392,177,0,616,498,22,404,242,0,0,0,0,0,0.747
Course 24,352,104,3.38,0.44,119,0.0,24,23,11,530,173,6,0.0,30.67,135,0.0,0.0,0.0,0.0,44.0,25.0,35.67,0.0,8.27,42,6251.0,11,2356,3389,4243,4243,232,540,315,275,786,208,50,527,456,12,705,137,0,0,0,0,0,0.816
Course 24,293,97,3.02,0.41,189,0.0,25,15,11,396,173,4,0.0,32.25,89,0.0,0.0,0.0,0.0,44.0,28.0,36.5,0.0,9.2,35,6178.0,11,1420,3152,4107,4107,30,424,110,168,394,294,383,302,1047,86,804,65,0,0,0,0,0,0.792
Course 24,131,72,1.82,0.31,30,0.0,11,15,11,341,173,4,0.0,28.33,137,0.0,0.0,0.0,0.0,34.0,25.0,30.17,0.0,9.32,27,3196.0,12,726,1423,3106,3106,27,270,127,144,155,3,0,87,610,3,694,986,0,0,0,0,0,0.742
Course 24,139,55,2.53,0.24,79,0.0,3,8,7,195,168,6,0.0,21.39,125,0.0,0.0,0.0,0.0,34.0,23.0,27.44,0.0,10.25,17,1246.0,9,297,1085,1532,1532,0,3,4,168,52,70,0,521,267,0,256,191,0,0,0,0,0,0.637
Course 24,222,99,2.24,0.42,77,0.0,5,31,11,612,173,4,0.0,23.83,125,0.0,0.0,0.0,0.0,34.0,13.0,29.67,0.0,11.12,33,5830.0,11,1569,3626,4945,4945,0,331,111,365,465,297,37,700,1320,74,1001,244,0,0,0,0,0,0.815
Course 24,168,72,2.33,0.31,45,0.0,8,9,7,181,144,4,0.0,28.92,63,0.0,0.0,0.0,0.0,34.0,32.0,27.89,0.0,12.67,22,1275.0,10,281,767,1419,1419,1,0,11,111,133,25,2,392,92,0,78,574,0,0,0,0,0,0.629
Course 24,183,65,2.82,0.29,52,0.0,3,11,11,192,174,6,0.0,25.0,162,0.0,0.0,0.0,0.0,32.0,24.0,29.0,0.0,7.6,19,1800.0,7,507,1110,1683,1683,0,0,0,237,231,39,26,13,564,0,536,37,0,0,0,0,0,0.662
Course 24,238,89,2.67,0.38,78,0.0,5,12,11,210,165,5,0.0,33.0,92,0.0,0.0,0.0,0.0,35.0,39.0,34.5,0.0,8.75,27,3105.0,11,537,915,1558,1558,0,57,118,229,91,42,0,154,224,0,587,56,0,0,0,0,0,0.67
Course 24,160,77,2.08,0.33,75,0.0,4,13,11,245,149,5,0.0,32.6,147,0.0,0.0,0.0,0.0,34.0,49.0,28.5,0.0,8.61,32,1934.0,10,833,1696,2113,2113,0,4,281,243,202,103,97,327,439,0,349,68,0,0,0,0,0,0.744
Course 24,179,90,1.99,0.38,53,0.0,22,11,11,351,173,5,0.0,30.47,132,0.0,0.0,0.0,0.0,35.0,32.0,31.17,0.0,8.53,28,3761.0,11,1116,2320,2877,2877,0,274,259,98,190,295,1,333,870,0,423,134,0,0,0,0,0,0.754
Course 24,212,82,2.59,0.35,110,0.0,17,13,11,318,173,6,0.0,28.5,157,0.0,0.0,0.0,0.0,40.0,25.0,29.67,0.0,11.12,26,4859.0,10,861,2409,3249,3249,2,162,141,235,264,57,0,748,800,141,616,83,0,0,0,0,0,0.74
Course 24,86,50,1.72,0.22,37,0.0,3,6,6,191,148,4,0.0,27.83,73,0.0,0.0,0.0,0.0,35.0,24.0,28.67,0.0,8.11,22,3589.0,11,243,880,1506,1506,0,58,47,6,91,41,2,141,494,387,211,28,0,0,0,0,0,0.668
Course 24,267,93,2.87,0.4,125,0.0,29,13,11,314,175,5,0.0,35.2,107,0.0,0.0,0.0,0.0,40.0,43.0,34.33,0.0,11.38,27,3602.0,10,598,1965,2879,2879,31,125,221,93,128,0,0,200,1167,4,734,176,0,0,0,0,0,0.682
Course 24,310,98,3.16,0.41,140,0.0,92,14,11,364,174,6,0.0,31.33,167,0.0,0.0,0.0,0.0,35.0,35.0,31.67,0.0,8.07,42,10274.0,11,839,3083,4022,4022,33,156,271,90,178,111,3,754,1487,16,686,237,0,0,0,0,0,0.809
Course 24,226,93,2.43,0.39,218,0.0,21,22,11,574,174,5,0.0,23.87,131,0.0,0.0,0.0,0.0,33.33333,21.0,27.67,0.0,10.07,34,6407.0,11,1363,3499,4665,4665,25,49,324,270,601,94,14,625,1497,53,585,528,0,0,0,0,0,0.809
Course 24,250,105,2.38,0.45,135,0.0,89,19,8,449,165,5,0.0,25.8,124,0.0,0.0,0.0,0.0,34.0,26.0,27.0,0.0,7.35,39,4594.0,11,2060,3927,4912,4912,37,352,444,237,664,326,74,518,1275,80,355,550,0,0,0,0,0,0.826
Course 24,151,90,1.68,0.38,20,0.0,29,19,11,365,173,6,0.0,29.0,118,0.0,0.0,0.0,0.0,35.0,36.0,29.0,0.0,10.54,40,6811.0,12,1092,2363,3328,3328,4,236,255,92,422,83,26,410,835,117,534,314,0,0,0,0,0,0.799
Course 24,186,84,2.21,0.36,55,0.0,6,12,11,395,173,4,0.0,22.58,90,0.0,0.0,0.0,0.0,34.0,12.0,24.67,0.0,9.11,22,2796.0,10,930,1546,2671,2671,0,135,123,150,335,187,0,156,460,87,783,255,0,0,0,0,0,0.711
Course 24,173,85,2.04,0.36,120,0.0,18,29,11,423,177,4,0.0,33.25,123,0.0,0.0,0.0,0.0,34.0,43.0,31.0,0.0,8.05,31,4208.0,9,1844,2809,3552,3552,7,266,132,549,631,259,0,284,681,73,610,60,0,0,0,0,0,0.727
Course 24,176,62,2.84,0.28,67,0.0,8,11,7,217,162,4,0.0,31.75,130,0.0,0.0,0.0,0.0,34.0,39.0,29.0,0.0,8.18,20,2961.0,8,323,1593,2144,2144,0,0,0,42,266,15,0,127,1143,1,430,120,0,0,0,0,0,0.709
Course 24,152,79,1.92,0.33,58,0.0,14,15,10,454,163,5,0.0,31.0,105,0.0,0.0,0.0,0.0,39.0,30.0,34.5,0.0,9.52,26,3859.0,11,891,2683,3167,3167,0,62,47,313,333,136,63,274,1455,0,150,334,0,0,0,0,0,0.754
Course 24,314,112,2.8,0.47,83,0.0,12,11,11,306,173,5,0.0,26.87,106,0.0,0.0,0.0,0.0,35.0,43.0,20.44,0.0,9.56,33,4709.0,10,1212,2364,2867,2867,0,351,181,131,508,41,0,619,533,0,454,49,0,0,0,0,0,0.736
Course 24,213,87,2.45,0.37,86,0.0,52,35,11,622,173,5,0.0,27.27,154,0.0,0.0,0.0,0.0,25.33333,38.0,24.11,0.0,9.91,35,4952.0,11,1817,3316,4986,4986,1,8,495,387,657,269,482,332,685,161,450,1059,0,0,0,0,0,0.818
Course 24,217,66,3.29,0.28,66,0.0,2,10,10,176,145,5,0.0,32.67,115,0.0,0.0,0.0,0.0,40.0,45.0,30.11,0.0,9.5,21,2637.0,9,470,1278,1726,1726,5,4,1,376,67,17,0,432,376,7,399,42,0,0,0,0,0,0.654
Course 24,331,99,3.34,0.42,186,0.0,95,26,11,697,174,5,0.0,37.93,194,0.0,0.0,0.0,0.0,44.0,49.0,40.83,0.0,10.2,41,11293.0,11,2539,5425,6766,6766,0,1298,0,87,624,530,362,736,1788,99,851,391,0,0,0,0,0,0.847
Course 24,160,68,2.35,0.29,63,0.0,12,13,11,281,177,5,0.0,30.0,129,0.0,0.0,0.0,0.0,35.0,26.0,34.5,0.0,8.36,25,2802.0,11,801,1531,2319,2319,1,36,184,8,474,98,48,513,169,0,739,49,0,0,0,0,0,0.721
Course 24,234,81,2.89,0.34,133,0.0,18,11,11,267,173,4,0.0,29.25,137,0.0,0.0,0.0,0.0,35.0,31.0,30.5,0.0,10.59,31,3258.0,11,751,1859,3034,3034,11,110,1,404,188,37,72,698,338,0,795,380,0,0,0,0,0,0.765
Course 24,204,87,2.34,0.37,111,0.0,32,11,11,269,173,4,0.0,34.83,87,0.0,0.0,0.0,0.0,35.0,45.0,32.17,0.0,7.4,31,4753.0,11,1150,2082,2905,2905,0,140,243,256,368,143,33,120,779,0,594,229,0,0,0,0,0,0.755
Course 24,439,111,3.95,0.47,85,0.0,26,21,12,541,203,4,0.0,35.0,114,0.0,0.0,0.0,0.0,39.0,43.0,34.0,0.0,7.76,35,5271.0,11,1403,3098,4053,4053,38,315,246,116,510,178,126,696,873,75,358,522,0,0,0,0,0,0.798
Course 24,170,64,2.66,0.28,37,0.0,17,13,12,255,197,5,0.0,30.6,90,0.0,0.0,0.0,0.0,35.0,30.0,34.5,0.0,11.17,15,806.0,8,366,366,1859,1859,0,2,60,216,55,33,0,0,0,0,614,879,0,0,0,0,0,0.562
Course 24,230,110,2.09,0.47,66,0.0,6,16,11,370,173,4,0.0,32.75,74,0.0,0.0,0.0,0.0,36.0,37.0,34.5,0.0,10.58,35,5793.0,11,815,2165,2705,2705,0,274,176,21,227,117,88,366,896,0,500,40,0,0,0,0,0,0.76
Course 24,194,77,2.52,0.33,325,0.0,32,18,11,432,173,5,0.0,29.8,147,0.0,0.0,0.0,0.0,34.0,29.0,32.5,0.0,11.45,25,4933.0,11,729,2265,3733,3733,4,238,126,137,141,83,36,413,1087,150,282,1036,0,0,0,0,0,0.766
Course 25,171,97,1.76,0.41,140,0.0,10,11,7,332,131,4,0.0,27.58,101,0.0,0.0,0.0,0.0,29.0,42.0,23.67,0.0,9.8,42,5754.0,11,946,1516,2213,2213,79,15,305,129,290,128,92,252,226,338,55,304,0,0,0,0,0,0.774
Course 25,178,92,1.93,0.39,88,0.0,9,21,11,336,174,5,0.0,28.07,195,0.0,0.0,0.0,0.0,36.0,45.0,21.78,0.0,6.77,36,2577.0,12,1245,2336,3678,3678,102,93,255,189,410,196,110,736,245,1,1242,99,0,0,0,0,0,0.796
Course 25,111,45,2.47,0.19,37,0.0,9,6,6,189,155,5,0.0,30.27,151,0.0,0.0,0.0,0.0,40.0,49.0,24.11,0.0,13.31,14,853.0,9,117,264,1542,1542,6,4,12,0,95,0,28,0,119,0,58,1220,0,0,0,0,0,0.588
Course 25,142,54,2.63,0.23,78,0.0,15,26,12,347,203,4,0.0,38.83,93,0.0,0.0,0.0,0.0,40.0,47.0,39.17,0.0,8.15,27,2035.0,11,528,1994,2695,2695,0,13,82,26,139,268,304,17,1145,0,641,60,0,0,0,0,0,0.745
Course 25,201,93,2.16,0.39,57,0.0,15,5,2,137,52,4,0.0,11.25,107,0.0,0.0,0.0,0.0,9.0,20.0,5.5,0.0,7.79,32,6324.0,10,537,1027,1465,1465,120,54,110,0,219,34,165,94,231,203,46,189,0,0,0,0,0,0.681
Course 25,164,84,1.95,0.36,90,0.0,10,23,12,355,203,5,0.0,29.6,176,0.0,0.0,0.0,0.0,34.0,34.0,28.0,0.0,8.06,32,5863.0,11,611,1847,2850,2850,5,24,57,20,299,206,132,663,441,0,907,96,0,0,0,0,0,0.753
Course 25,133,60,2.22,0.26,50,0.0,23,11,11,197,165,4,0.0,37.83,96,0.0,0.0,0.0,0.0,40.0,47.0,37.67,0.0,8.01,22,2342.0,11,432,789,1599,1599,0,55,86,156,134,1,69,3,285,0,383,427,0,0,0,0,0,0.675
Course 25,291,120,2.43,0.5,193,0.0,11,26,12,551,192,4,0.0,26.58,157,0.0,0.0,0.0,0.0,42.33333,25.0,26.17,0.0,8.15,41,11516.0,11,2115,3842,5592,5592,119,2,564,255,600,575,820,555,352,2,597,1151,0,0,0,0,0,0.834
Course 25,206,93,2.22,0.39,100,0.0,5,27,11,494,159,5,0.0,28.4,171,5.0,0.0,0.0,0.0,38.0,44.0,22.42,0.0,7.61,36,3432.0,11,2202,3269,4222,4222,96,192,551,249,771,343,422,429,216,68,826,59,0,0,0,0,0,0.811
Course 25,252,82,3.07,0.34,102,0.0,20,18,12,447,180,6,0.0,24.28,157,0.0,0.0,0.0,0.0,34.0,40.0,20.42,0.0,7.68,31,5987.0,11,1359,2804,3708,3708,18,290,462,71,241,277,277,527,641,0,550,354,0,0,0,0,0,0.771
Course 25,308,95,3.24,0.4,137,0.0,20,23,12,593,205,6,0.0,29.5,227,0.0,0.0,0.0,0.0,45.0,50.0,24.25,0.0,10.03,37,7565.0,12,2136,4307,5416,5416,242,315,512,185,572,310,210,928,1033,284,507,318,0,0,0,0,0,0.814
Course 25,237,91,2.6,0.39,52,0.0,35,23,12,396,203,5,0.0,28.6,180,0.0,0.0,0.0,0.0,35.0,38.0,25.67,0.0,9.52,29,7368.0,10,1004,2782,3968,3968,47,171,160,297,287,42,0,1103,675,90,1032,64,0,0,0,0,0,0.75
Course 25,181,70,2.59,0.31,55,0.0,3,13,11,237,179,5,0.0,29.47,130,0.0,0.0,0.0,0.0,35.0,44.0,27.17,0.0,10.55,28,3106.0,10,606,1283,1824,1824,48,3,34,303,204,14,34,468,175,1,253,287,0,0,0,0,0,0.684
Course 25,178,65,2.74,0.29,78,0.0,10,13,6,292,130,4,0.0,27.42,84,0.0,0.0,0.0,0.0,33.0,37.0,24.22,0.0,11.8,28,4181.0,11,399,2057,2247,2247,23,22,254,66,34,0,273,65,1320,7,66,117,0,0,0,0,0,0.717
Course 25,137,67,2.04,0.3,51,0.0,4,14,11,220,173,4,0.0,26.25,103,0.0,0.0,0.0,0.0,35.0,34.0,22.0,0.0,12.51,24,1384.0,11,169,894,1558,1558,3,19,9,8,121,9,67,524,134,0,27,637,0,0,0,0,0,0.67
Course 25,135,55,2.45,0.24,62,0.0,8,15,12,248,196,4,0.0,30.5,107,0.0,0.0,0.0,0.0,42.0,20.0,38.5,0.0,10.46,18,1693.0,9,232,743,1870,1870,0,70,33,2,90,37,36,475,0,0,813,314,0,0,0,0,0,0.638
Course 25,110,47,2.34,0.21,26,0.0,29,38,12,539,195,5,0.0,32.4,126,0.0,0.0,0.0,0.0,45.0,46.0,29.33,0.0,7.31,30,5817.0,11,2808,3239,4057,4057,552,383,504,780,519,70,0,85,346,0,342,476,0,0,0,0,0,0.741
Course 25,86,41,2.1,0.2,57,0.0,6,11,10,256,171,4,0.0,33.42,111,0.0,0.0,0.0,0.0,34.0,42.0,31.83,0.0,8.39,20,2462.0,9,1105,1545,1938,1938,239,336,83,0,373,74,338,7,95,0,62,331,0,0,0,0,0,0.647
Course 25,79,37,2.14,0.16,64,0.0,5,12,12,191,174,5,0.0,32.8,135,0.0,0.0,0.0,0.0,34.0,49.0,33.33,0.0,8.29,23,1289.0,12,535,1014,1504,1504,0,9,121,1,154,250,329,20,130,0,83,407,0,0,0,0,0,0.661
Course 25,168,74,2.27,0.32,124,0.0,8,18,12,425,190,6,0.0,33.06,163,34.0,0.0,0.0,0.0,39.0,43.0,25.21,0.0,9.67,33,5098.0,10,1402,2713,3661,3661,179,205,452,353,152,61,70,958,283,5,645,298,0,0,0,0,0,0.772
Course 25,172,76,2.26,0.32,60,0.0,1,9,9,225,157,6,0.0,22.0,65,0.0,0.0,0.0,0.0,39.0,40.0,23.0,0.0,9.53,27,2844.0,10,608,1262,1772,1772,1,97,96,263,82,69,78,508,68,0,173,337,0,0,0,0,0,0.684
Course 25,68,32,2.13,0.16,48,0.0,15,0,0,0,0,4,0.0,31.58,87,0.0,0.0,0.0,0.0,35.0,49.0,30.17,0.0,7.06,13,574.0,9,100,194,287,287,0,0,23,9,67,1,13,7,74,0,0,93,0,0,0,0,0,0.389
Course 25,159,80,1.99,0.34,191,0.0,12,7,6,187,107,4,0.0,25.75,125,0.0,0.0,0.0,0.0,27.0,40.0,25.0,0.0,8.04,31,2826.0,12,594,1333,1711,1711,39,95,52,9,299,100,167,99,473,4,261,113,0,0,0,0,0,0.708
