course_name,login_count,active_days,login_frequency,login_consistency,course_access_count,module_completion_rate,page_view_count,class_exercise_submissions,class_exercises_attempted,total_practice,exercises_attempted,quiz_attempt_count,quiz_completion_rate,quiz_average_score,quiz_view_count,mock_exam_score,portal_based_exam_score,model_exam_score,pba_score,cia_score,end_semester_score,in_between_assessment_grade,pba_assessment_score,average_access_hour,study_session_count,time_spent_on_course_minutes,study_frequency_per_week,week_1_6_engagement,week_1_9_engagement,week_1_12_engagement,week_1_16_engagement,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,completed_modules,study_interval_regularity
Course 1,124,72,1.72,0.31,193,100.0,6,18,11,323,160,4,100.0,34.75,203,0.0,0.0,0.0,0.0,22.0,108.0,10.33,0.0,13.24,22,4828.0,10,832,2045,3229,3229,0,61,95,0,283,393,813,399,1,827,357,0,0,0,0,0,2,0.761
Course 1,140,70,2.0,0.32,128,100.0,35,28,11,583,160,4,100.0,37.75,176,10.0,0.0,0.0,0.0,27.0,105.0,13.67,0.0,11.71,36,9445.0,10,3158,3851,5118,5118,0,73,509,315,980,1281,521,141,31,609,658,0,0,0,0,0,2,0.845
Course 1,53,34,1.56,0.2,20,100.0,0,18,11,239,160,4,100.0,26.0,93,0.0,0.0,0.0,0.0,10.0,90.0,4.67,0.0,12.44,10,967.0,6,488,512,1670,1740,0,0,0,0,346,142,0,24,0,311,847,0,70,0,0,0,2,0.621
Course 1,58,40,1.45,0.22,49,100.0,4,14,11,195,160,4,100.0,35.75,80,0.0,0.0,0.0,0.0,21.0,110.0,11.0,0.0,11.25,11,1684.0,6,605,608,1807,1807,0,0,0,8,455,142,0,3,0,66,1133,0,0,0,0,0,2,0.658
Course 1,54,40,1.35,0.22,17,100.0,0,11,11,199,160,4,100.0,39.75,146,0.0,0.0,0.0,0.0,29.0,114.0,15.0,0.0,11.54,9,1554.0,7,737,904,1701,1701,0,0,1,0,450,286,0,167,0,170,627,0,0,0,0,0,2,0.632
Course 1,88,59,1.49,0.27,32,100.0,20,22,11,324,160,4,100.0,44.25,100,20.0,0.0,0.0,0.0,25.0,110.0,19.0,0.0,8.71,19,3931.0,9,947,1526,2259,2611,0,29,0,113,446,359,195,384,0,474,259,0,352,0,0,0,2,0.664
Course 1,42,28,1.5,0.15,31,100.0,8,24,11,303,160,4,100.0,25.25,81,0.0,0.0,0.0,0.0,6.0,90.0,3.67,0.0,10.84,11,1809.0,8,791,800,1609,2467,0,6,0,0,677,108,1,8,0,49,760,0,858,0,0,0,2,0.624
Course 1,129,65,1.98,0.32,90,100.0,66,31,11,382,160,4,100.0,39.0,168,10.0,0.0,0.0,0.0,27.0,110.0,13.67,0.0,8.54,22,7062.0,7,1094,1112,4670,4700,0,0,32,0,554,508,0,18,0,538,3020,0,30,0,0,0,2,0.734
Course 1,132,70,1.89,0.3,53,100.0,63,19,11,329,160,4,100.0,47.75,115,8.0,0.0,0.0,0.0,41.0,129.0,19.33,0.0,9.22,20,6814.0,8,1772,2016,3553,3553,0,65,105,113,640,849,0,0,244,119,1414,4,0,0,0,0,2,0.724
Course 1,154,92,1.67,0.39,72,100.0,46,24,11,361,160,4,100.0,45.5,110,16.0,0.0,0.0,0.0,33.0,108.0,22.0,0.0,9.71,30,7625.0,10,1868,2467,4548,4548,0,102,362,92,354,958,377,215,7,1190,889,2,0,0,0,0,2,0.824
Course 1,131,78,1.68,0.33,31,100.0,14,11,11,263,160,4,100.0,42.75,125,16.0,0.0,0.0,0.0,33.0,107.0,18.67,0.0,10.14,16,3371.0,8,1062,1330,2219,2219,0,84,263,23,461,231,268,0,0,687,202,0,0,0,0,0,2,0.671
Course 1,142,95,1.49,0.4,80,100.0,11,34,11,326,150,4,100.0,46.75,81,18.0,0.0,0.0,0.0,32.0,108.0,23.33,0.0,12.01,23,7346.0,10,1618,1896,3291,3291,0,53,176,100,494,795,0,28,250,604,737,54,0,0,0,0,2,0.745
Course 1,74,50,1.48,0.24,52,100.0,63,29,11,361,160,4,100.0,51.0,108,16.0,0.0,0.0,0.0,44.0,105.0,30.33,0.0,9.48,23,3447.0,10,1445,1970,2986,2986,0,69,54,245,521,556,354,82,89,117,899,0,0,0,0,0,2,0.775
Course 1,143,95,1.51,0.41,45,100.0,25,38,11,543,160,4,100.0,36.25,208,0.0,0.0,0.0,0.0,31.0,108.0,12.33,0.0,10.25,32,8282.0,10,1705,2660,3934,3934,0,62,222,200,735,486,653,236,66,493,781,0,0,0,0,0,2,0.823
Course 1,96,58,1.66,0.28,46,100.0,4,38,11,274,150,4,100.0,38.0,159,0.0,0.0,0.0,0.0,25.0,114.0,12.67,0.0,9.55,19,1704.0,8,799,1086,2508,2508,0,0,1,76,449,273,264,23,0,796,546,80,0,0,0,0,2,0.717
Course 1,81,48,1.69,0.23,39,100.0,17,17,11,216,152,4,100.0,41.5,150,20.0,0.0,0.0,0.0,26.0,108.0,16.0,0.0,8.19,17,2270.0,8,776,996,1816,1816,0,0,3,37,368,368,20,200,0,597,223,0,0,0,0,0,2,0.685
Course 1,90,51,1.76,0.26,66,100.0,106,40,11,399,160,3,100.0,53.0,119,0.0,0.0,0.0,0.0,29.0,105.0,27.0,0.0,7.62,25,6072.0,9,1312,1825,3311,3311,0,0,16,0,533,763,58,428,27,212,1274,0,0,0,0,0,1,0.778
Course 1,100,82,1.22,0.36,34,100.0,56,34,11,256,160,3,100.0,39.0,115,0.0,0.0,0.0,0.0,31.0,76.0,20.5,0.0,11.88,21,2398.0,9,784,1186,3298,3298,0,0,1,1,404,378,312,2,88,1132,976,4,0,0,0,0,1,0.781
Course 1,59,39,1.51,0.21,26,100.0,11,11,11,210,160,4,100.0,31.0,231,0.0,0.0,0.0,0.0,22.0,99.0,8.33,0.0,8.24,13,1111.0,6,809,884,1859,1859,0,29,0,0,460,320,0,75,0,654,321,0,0,0,0,0,2,0.627
Course 1,34,22,1.55,0.13,27,100.0,7,29,11,239,151,4,100.0,42.75,159,0.0,0.0,0.0,0.0,32.0,120.0,17.0,0.0,10.12,12,2045.0,6,872,1265,2104,2104,0,0,0,0,382,490,292,0,101,122,610,107,0,0,0,0,2,0.717
Course 1,153,69,2.22,0.32,65,100.0,17,48,11,396,160,4,100.0,47.0,211,0.0,0.0,0.0,0.0,36.0,126.0,20.67,0.0,9.97,25,3364.0,9,1282,2200,4092,4092,0,0,86,94,693,409,537,290,91,1301,591,0,0,0,0,0,2,0.816
Course 1,27,17,1.59,0.1,15,100.0,8,44,11,244,160,4,100.0,30.25,128,0.0,0.0,0.0,0.0,12.0,106.0,5.0,0.0,12.33,15,1087.0,8,554,924,2168,2168,0,35,128,0,215,176,366,4,0,262,982,0,0,0,0,0,2,0.684
Course 1,136,82,1.66,0.35,221,100.0,7,13,11,238,160,4,100.0,33.75,133,6.0,0.0,0.0,0.0,15.0,104.0,9.33,0.0,10.79,22,1992.0,9,890,1475,2398,2398,0,38,9,101,517,225,356,229,0,365,558,0,0,0,0,0,2,0.743
Course 1,135,91,1.48,0.39,54,100.0,38,30,11,371,160,4,100.0,46.5,149,18.0,0.0,0.0,0.0,38.0,110.0,22.33,0.0,8.25,29,3846.0,10,1937,2544,3611,3611,0,17,248,0,1137,535,404,152,51,374,693,0,0,0,0,0,2,0.792
Course 1,111,72,1.54,0.34,34,100.0,7,13,11,285,160,4,100.0,39.0,224,6.0,0.0,0.0,0.0,27.0,109.0,14.67,0.0,9.2,18,2591.0,8,969,1465,2568,2568,0,0,45,55,569,300,0,173,323,918,185,0,0,0,0,0,2,0.732
Course 1,77,56,1.38,0.25,43,100.0,16,35,11,264,160,4,100.0,42.5,62,10.0,0.0,0.0,0.0,32.0,109.0,18.67,0.0,7.41,18,2256.0,8,1154,1190,2187,2187,0,1,2,0,443,708,33,3,0,748,249,0,0,0,0,0,2,0.7
Course 1,60,37,1.62,0.2,20,100.0,24,21,11,201,150,4,100.0,37.25,99,0.0,0.0,0.0,0.0,23.0,115.0,11.33,0.0,7.6,8,1294.0,7,515,1124,1663,1663,0,0,1,15,258,241,609,0,0,79,460,0,0,0,0,0,2,0.62
Course 1,157,93,1.69,0.4,33,100.0,18,68,11,678,160,4,100.0,41.0,171,6.0,0.0,0.0,0.0,30.0,108.0,17.67,0.0,8.33,31,7744.0,10,2595,3494,5077,5077,0,86,131,457,877,1044,614,240,45,406,1165,12,0,0,0,0,2,0.835
Course 1,134,90,1.49,0.39,64,100.0,42,17,11,411,160,4,100.0,53.0,161,18.0,0.0,0.0,0.0,40.0,130.0,24.33,0.0,8.5,29,4104.0,10,2066,2835,3405,3405,0,89,64,299,774,840,466,90,213,129,436,5,0,0,0,0,2,0.805
Course 1,107,50,2.14,0.24,39,100.0,6,11,11,194,160,4,100.0,47.25,176,6.0,0.0,0.0,0.0,37.0,128.0,19.33,0.0,8.53,11,2833.0,6,1007,1246,2471,2471,0,0,19,0,498,490,0,0,239,124,1101,0,0,0,0,0,2,0.675
Course 1,132,89,1.48,0.38,165,100.0,4,32,11,257,160,4,100.0,19.0,62,0.0,0.0,0.0,0.0,15.0,53.0,7.67,0.0,10.11,20,1641.0,9,1016,1422,3105,3105,0,50,0,63,239,664,353,48,5,298,1385,0,0,0,0,0,2,0.758
Course 1,50,26,1.92,0.15,52,100.0,2,24,11,221,150,3,100.0,62.0,124,0.0,0.0,0.0,0.0,41.0,126.0,30.0,0.0,10.38,21,3255.0,8,774,783,2250,2250,0,0,154,148,23,449,0,2,7,294,975,198,0,0,0,0,1,0.714
Course 1,159,85,1.87,0.37,76,100.0,40,25,11,296,150,4,100.0,41.5,142,0.0,0.0,0.0,0.0,33.0,105.0,20.33,0.0,9.31,25,5513.0,9,1447,1698,2781,2781,0,0,63,84,666,634,110,132,9,982,101,0,0,0,0,0,2,0.78
Course 1,56,23,2.43,0.13,28,100.0,3,25,11,301,160,5,100.0,31.6,146,0.0,0.0,0.0,0.0,31.0,92.0,19.67,0.0,9.09,11,2738.0,6,847,848,2528,2528,0,0,0,0,446,401,0,1,0,1122,558,0,0,0,0,0,2,0.715
Course 1,75,42,1.79,0.21,35,100.0,8,11,11,169,160,4,100.0,33.0,95,0.0,0.0,0.0,0.0,31.0,93.0,13.0,0.0,6.74,11,994.0,5,440,462,1427,1427,0,0,0,0,90,350,22,0,0,209,756,0,0,0,0,0,2,0.642
Course 1,103,68,1.51,0.31,19,100.0,8,14,11,233,160,3,100.0,63.67,111,0.0,0.0,0.0,0.0,37.0,129.0,31.0,0.0,10.11,12,1573.0,8,708,824,1886,1886,0,0,72,48,430,158,5,111,0,972,90,0,0,0,0,0,1,0.699
Course 1,106,69,1.54,0.32,27,100.0,18,11,11,166,160,4,100.0,36.5,147,4.0,0.0,0.0,0.0,28.0,108.0,12.0,0.0,6.67,12,1542.0,5,522,720,1581,1581,0,0,0,0,311,211,0,184,14,591,266,4,0,0,0,0,2,0.69
Course 1,63,31,2.03,0.16,33,100.0,3,18,11,203,160,4,100.0,39.25,100,8.0,0.0,0.0,0.0,19.0,114.0,13.0,0.0,12.97,8,1328.0,5,585,585,1591,1591,0,0,8,0,463,114,0,0,0,78,858,70,0,0,0,0,2,0.554
Course 1,88,62,1.42,0.28,33,100.0,25,20,11,234,160,4,100.0,36.0,122,10.0,0.0,0.0,0.0,21.0,100.0,13.0,0.0,12.09,17,2903.0,9,547,601,1897,1897,0,0,2,0,335,210,49,4,1,360,936,0,0,0,0,0,2,0.697
Course 1,125,79,1.58,0.34,49,100.0,12,17,11,270,160,4,100.0,43.75,80,20.0,0.0,0.0,0.0,32.0,110.0,18.33,0.0,11.84,20,3577.0,9,1828,2043,3455,3455,0,59,407,131,291,940,207,8,0,1284,128,0,0,0,0,0,2,0.758
Course 1,190,99,1.92,0.43,144,100.0,31,23,11,356,160,4,100.0,46.25,111,16.0,0.0,0.0,0.0,33.0,109.0,22.67,0.0,11.72,33,8846.0,10,1867,2685,3771,3771,0,226,404,0,802,435,582,121,115,567,519,0,0,0,0,0,2,0.819
Course 1,175,87,2.01,0.37,65,100.0,7,14,11,357,160,4,100.0,54.5,140,16.0,0.0,0.0,0.0,43.0,130.0,26.67,0.0,9.89,25,5674.0,9,1836,2241,4385,4385,0,114,488,0,347,887,7,129,269,1693,451,0,0,0,0,0,2,0.799
Course 1,88,66,1.33,0.3,34,100.0,15,14,11,257,160,3,100.0,57.67,132,0.0,0.0,0.0,0.0,35.0,122.0,25.5,0.0,12.26,20,2778.0,9,1254,1590,2506,2506,0,116,343,41,630,124,146,75,115,204,712,0,0,0,0,0,1,0.736
Course 1,109,77,1.42,0.33,62,100.0,3,12,11,266,152,4,100.0,44.75,184,16.0,0.0,0.0,0.0,32.0,116.0,18.33,0.0,12.92,15,3448.0,9,1173,1470,2335,2335,0,69,290,136,410,268,63,0,234,794,71,0,0,0,0,0,2,0.699
Course 1,102,68,1.5,0.31,58,100.0,46,1,1,207,132,3,100.0,21.0,123,0.0,0.0,0.0,0.0,18.0,31.0,16.0,0.0,7.9,22,2854.0,9,558,701,2032,2032,0,0,20,15,112,411,0,141,2,143,512,676,0,0,0,0,1,0.712
Course 1,43,24,1.79,0.13,25,100.0,4,18,11,271,160,4,100.0,52.75,149,20.0,0.0,0.0,0.0,32.0,130.0,23.67,0.0,13.09,14,2711.0,7,798,935,2391,2391,0,0,12,20,530,236,137,0,0,1018,438,0,0,0,0,0,2,0.683
Course 1,115,72,1.6,0.34,70,100.0,32,19,11,308,151,4,100.0,45.0,156,20.0,0.0,0.0,0.0,24.0,118.0,17.33,0.0,10.73,26,3103.0,9,1093,1753,2665,2665,0,0,2,73,443,575,302,353,5,240,611,61,0,0,0,0,2,0.767
Course 1,117,71,1.65,0.35,98,100.0,42,15,11,243,160,4,100.0,42.0,87,20.0,0.0,0.0,0.0,31.0,106.0,17.33,0.0,12.95,25,3405.0,9,1028,1386,2312,2312,0,0,18,44,600,366,293,64,1,555,370,1,0,0,0,0,2,0.763
Course 1,62,43,1.44,0.22,22,100.0,4,17,11,259,160,4,100.0,35.75,62,0.0,0.0,0.0,0.0,30.0,110.0,11.0,0.0,8.06,16,2254.0,8,561,780,2590,2590,0,2,2,0,298,259,0,219,0,893,917,0,0,0,0,0,2,0.71
Course 1,58,40,1.45,0.21,51,100.0,42,18,11,231,150,4,100.0,44.0,149,16.0,0.0,0.0,0.0,34.0,100.0,22.67,0.0,9.48,20,1494.0,8,989,1567,2233,2233,0,0,16,10,334,629,134,444,0,56,596,14,0,0,0,0,2,0.725
Course 1,52,38,1.37,0.19,31,100.0,1,31,11,227,151,4,100.0,48.75,132,20.0,0.0,0.0,0.0,35.0,117.0,22.67,0.0,8.08,16,2169.0,7,630,995,1784,1784,0,0,128,0,280,222,357,8,0,115,548,126,0,0,0,0,2,0.652
Course 1,83,54,1.54,0.26,48,100.0,30,20,11,266,156,4,100.0,40.0,226,0.0,0.0,0.0,0.0,40.0,109.0,17.0,0.0,8.19,22,2956.0,9,1229,1706,2798,2798,0,0,33,78,456,662,469,4,4,161,929,2,0,0,0,0,2,0.759
Course 1,156,86,1.81,0.38,73,100.0,14,24,11,297,152,4,100.0,36.25,150,0.0,0.0,0.0,0.0,21.0,105.0,13.33,0.0,10.77,24,8012.0,9,1342,1669,2794,2794,0,4,415,0,424,499,283,1,43,791,334,0,0,0,0,0,2,0.744
Course 1,51,30,1.7,0.16,49,100.0,2,22,11,214,160,4,100.0,37.75,128,0.0,0.0,0.0,0.0,29.0,109.0,14.0,0.0,12.97,10,2600.0,6,703,1153,1861,1861,0,0,0,0,318,385,81,369,0,163,545,0,0,0,0,0,2,0.688
Course 1,122,84,1.45,0.36,43,100.0,19,12,11,172,160,4,100.0,36.25,84,4.0,0.0,0.0,0.0,26.0,110.0,11.0,0.0,10.87,14,2785.0,8,771,1024,1685,1685,0,5,0,0,623,143,239,14,0,466,191,4,0,0,0,0,2,0.62
Course 1,122,64,1.91,0.29,357,100.0,6,12,11,203,160,5,100.0,33.0,168,10.0,0.0,0.0,0.0,31.0,99.0,19.33,0.0,9.09,21,4183.0,9,1393,1847,2872,2872,0,0,15,0,682,696,75,378,1,706,319,0,0,0,0,0,2,0.78
Course 1,80,62,1.29,0.29,80,100.0,23,16,11,198,150,4,100.0,39.25,213,20.0,0.0,0.0,0.0,20.0,102.0,15.0,0.0,10.14,23,2333.0,8,838,1078,1929,1929,0,0,91,6,468,273,206,34,0,196,655,0,0,0,0,0,2,0.726
Course 1,120,94,1.28,0.41,43,100.0,0,26,11,228,160,4,100.0,37.0,138,20.0,0.0,0.0,0.0,28.0,96.0,14.0,0.0,11.66,20,1681.0,9,976,1475,2289,2289,0,0,5,2,423,546,266,201,32,530,283,1,0,0,0,0,2,0.732
Course 1,87,54,1.61,0.26,34,100.0,14,15,11,206,160,4,100.0,37.0,105,0.0,0.0,0.0,0.0,31.0,103.0,15.0,0.0,8.35,13,1563.0,7,423,687,1898,1898,0,0,0,0,252,171,253,11,0,883,328,0,0,0,0,0,2,0.701
Course 1,119,70,1.7,0.32,193,100.0,53,26,11,348,150,4,100.0,38.75,132,16.0,0.0,0.0,0.0,30.0,92.0,18.33,0.0,7.13,30,6039.0,10,1607,2210,2855,2855,0,109,428,32,487,551,475,124,4,102,534,9,0,0,0,0,2,0.786
Course 1,104,70,1.49,0.3,38,100.0,8,12,11,336,160,4,100.0,44.5,77,18.0,0.0,0.0,0.0,33.0,100.0,23.0,0.0,9.15,24,4037.0,9,1318,1670,2466,2466,0,31,179,141,529,438,217,135,0,401,395,0,0,0,0,0,2,0.735
Course 1,128,84,1.52,0.36,53,100.0,66,11,11,270,160,4,100.0,48.0,138,20.0,0.0,0.0,0.0,37.0,109.0,24.33,0.0,11.37,19,3133.0,9,1399,1814,2792,2792,0,119,314,144,218,604,5,410,0,646,332,0,0,0,0,0,2,0.736
Course 1,91,52,1.75,0.25,40,100.0,16,25,11,256,160,4,100.0,42.25,150,20.0,0.0,0.0,0.0,27.0,107.0,17.33,0.0,9.24,16,1429.0,7,750,1491,2221,2221,0,0,0,85,116,549,443,298,0,607,123,0,0,0,0,0,2,0.737
Course 1,63,39,1.62,0.19,34,100.0,34,14,11,212,160,4,100.0,48.0,175,20.0,0.0,0.0,0.0,40.0,119.0,21.0,0.0,8.86,18,2424.0,7,844,1183,2390,2390,0,18,0,0,314,512,285,54,0,768,439,0,0,0,0,0,2,0.666
Course 1,69,55,1.25,0.27,27,100.0,23,20,11,246,150,4,100.0,40.5,119,10.0,0.0,0.0,0.0,31.0,110.0,15.67,0.0,7.6,16,1637.0,8,1076,1372,1868,1868,0,0,68,0,514,494,207,54,35,92,404,0,0,0,0,0,2,0.715
Course 1,143,100,1.43,0.43,49,100.0,37,26,11,346,160,4,100.0,49.75,167,18.0,0.0,0.0,0.0,32.0,130.0,20.0,0.0,12.79,25,4700.0,10,1264,1756,3047,3047,0,36,116,111,507,494,388,53,51,1042,249,0,0,0,0,0,2,0.776
Course 1,103,64,1.61,0.29,14,100.0,15,34,10,370,150,4,100.0,51.25,146,18.0,0.0,0.0,0.0,39.0,125.0,23.67,0.0,9.8,20,2773.0,9,1559,1908,2967,2967,0,1,70,0,472,1016,303,46,0,235,824,0,0,0,0,0,2,0.723
Course 1,84,51,1.65,0.26,48,100.0,7,17,11,234,160,4,100.0,42.0,167,0.0,0.0,0.0,0.0,28.0,115.0,17.67,0.0,11.51,16,2637.0,7,1125,1958,3133,3133,0,0,10,0,466,649,795,38,0,141,1034,0,0,0,0,0,2,0.734
Course 1,20,6,3.33,0.13,144,100.0,18,9,6,189,145,4,100.0,18.25,58,0.0,0.0,0.0,0.0,10.0,59.0,4.67,0.0,8.54,6,820.0,4,73,73,2313,2335,0,0,0,0,0,73,0,0,0,65,2175,0,22,0,0,0,2,0.615
Course 1,99,49,2.02,0.25,162,100.0,7,31,11,248,160,4,100.0,31.0,190,0.0,0.0,0.0,0.0,23.0,96.0,9.33,0.0,9.04,21,3601.0,10,1387,1940,3424,3424,0,16,13,5,625,728,52,500,1,747,737,0,0,0,0,0,2,0.777
Course 1,40,18,2.22,0.32,47,100.0,23,11,11,216,150,4,100.0,35.25,189,20.0,0.0,0.0,0.0,26.0,89.0,14.0,0.0,8.97,18,1907.0,7,1363,1427,2138,2138,0,0,20,0,584,759,0,64,0,168,543,0,0,0,0,0,2,0.697
Course 1,132,54,2.44,0.25,131,100.0,12,20,11,284,160,4,100.0,27.75,142,0.0,0.0,0.0,0.0,16.0,84.0,9.0,0.0,10.54,19,3747.0,9,1156,1666,2856,2856,0,41,3,0,566,546,503,5,2,119,1071,0,0,0,0,0,2,0.749
Course 1,115,54,2.13,0.27,66,100.0,16,31,11,413,160,4,100.0,29.25,117,0.0,0.0,0.0,0.0,11.0,99.0,6.0,0.0,11.43,26,5937.0,10,1561,2601,4003,4003,0,22,18,0,476,1045,925,102,13,713,688,1,0,0,0,0,2,0.783
Course 31,156,54,2.89,0.24,52,100.0,35,7,5,351,155,5,100.0,62.38,327,87.58333,83.25,48.33333,29.66667,0.0,0.0,4.94,29.66667,10.45,24,2332.0,11,1905,3055,3367,3367,17,224,54,953,631,26,733,0,417,257,55,0,0,0,0,0,4,0.567
Course 31,181,72,2.51,0.31,102,100.0,17,5,5,195,162,4,100.0,56.42,245,37.5,104.5,48.33333,35.33333,0.0,0.0,2.46,35.33333,11.34,21,3514.0,9,1362,2192,2387,2387,79,100,700,135,346,2,239,0,591,145,50,0,0,0,0,0,3,0.698
Course 31,120,44,2.73,0.22,51,100.0,59,7,5,225,160,5,100.0,49.92,279,90.0,76.66667,20.0,21.0,0.0,0.0,4.33,21.0,9.09,12,2106.0,8,1440,2493,2665,2665,0,54,622,250,514,0,153,0,900,172,0,0,0,0,0,0,4,0.716
Course 31,113,43,2.63,0.2,26,100.0,15,0,0,190,78,3,100.0,57.61,142,63.33333,87.5,0.0,22.0,0.0,0.0,4.15,22.0,7.37,11,777.0,7,1063,1608,1782,1782,0,74,3,705,244,37,0,0,545,174,0,0,0,0,0,0,2,0.637
Course 31,138,55,2.51,0.28,106,100.0,8,20,5,411,158,4,100.0,30.5,128,53.0,20.0,44.0,5.0,0.0,0.0,3.48,5.0,10.95,26,4207.0,11,2438,3533,4925,4925,154,0,827,1114,276,67,478,116,501,239,472,681,0,0,0,0,3,0.77
Course 31,162,83,1.95,0.35,40,100.0,48,9,5,347,162,4,100.0,54.54,296,102.41667,45.08333,50.0,20.66667,0.0,0.0,6.72,20.66667,8.97,16,2640.0,7,1993,3415,3596,3596,0,114,336,846,697,0,110,0,1312,181,0,0,0,0,0,0,3,0.731
Course 31,109,53,2.06,0.23,41,100.0,27,6,5,264,154,4,100.0,46.4,360,57.33333,80.41667,15.66667,32.16667,0.0,0.0,3.76,32.16667,10.88,17,2271.0,9,2547,3488,3653,3653,332,73,1547,11,584,0,40,344,557,156,9,0,0,0,0,0,3,0.722
Course 31,134,79,1.7,0.34,67,100.0,4,11,5,563,161,5,100.0,60.32,400,78.66667,94.5,46.33333,28.66667,0.0,0.0,4.33,28.66667,11.75,23,4902.0,10,4065,5442,5599,5599,0,515,2291,243,756,260,692,0,685,146,11,0,0,0,0,0,4,0.799
Course 31,158,88,1.8,0.37,94,100.0,1,6,5,232,161,5,100.0,69.08,238,99.0,97.0,64.0,26.66667,0.0,0.0,5.17,26.66667,8.4,22,2237.0,10,1455,2459,2609,2609,98,213,397,266,481,0,126,0,878,110,35,5,0,0,0,0,4,0.697
Course 31,102,61,1.67,0.27,39,100.0,5,18,5,372,163,5,100.0,50.08,383,62.0,73.0,51.66667,28.0,0.0,0.0,3.2,28.0,8.22,20,2118.0,9,2069,3787,3848,3848,235,310,563,237,724,0,593,0,1125,57,0,4,0,0,0,0,4,0.727
Course 31,255,96,2.66,0.41,57,100.0,10,4,4,249,144,5,100.0,56.88,161,89.41667,87.41667,15.0,26.33333,0.0,0.0,5.1,26.33333,10.31,21,2455.0,9,1746,2302,2439,2439,84,217,782,236,375,52,81,0,475,120,17,0,0,0,0,0,4,0.697
Course 31,157,85,1.85,0.36,146,100.0,71,14,5,462,162,5,100.0,56.07,418,87.66667,85.83333,52.0,19.0,0.0,0.0,4.05,19.0,11.05,25,4837.0,10,2505,4475,5002,5002,306,154,729,421,895,0,584,768,618,383,144,0,0,0,0,0,4,0.785
Course 31,164,71,2.31,0.31,125,100.0,26,14,5,323,159,5,100.0,37.48,353,49.91667,65.33333,37.33333,15.66667,0.0,0.0,2.26,15.66667,10.17,21,1932.0,10,2285,3540,3936,3936,213,234,1175,93,536,34,411,0,844,386,4,6,0,0,0,0,4,0.749
Course 31,169,67,2.52,0.29,52,100.0,9,8,5,232,142,5,100.0,48.65,327,87.5,59.5,46.33333,15.33333,0.0,0.0,4.0,15.33333,9.35,21,2326.0,9,2079,2887,3132,3132,50,359,946,54,481,189,88,155,565,245,0,0,0,0,0,0,4,0.793
Course 31,155,80,1.94,0.34,64,100.0,48,11,5,466,163,5,100.0,60.0,371,62.0,100.08333,50.66667,37.33333,0.0,0.0,3.67,37.33333,10.93,19,4720.0,8,2804,4138,4629,4629,551,489,724,343,697,0,414,0,920,440,51,0,0,0,0,0,4,0.755
Course 31,173,81,2.14,0.34,55,98.44,37,20,5,321,157,5,100.0,64.2,406,81.5,91.58333,65.0,29.0,0.0,0.0,4.44,29.0,9.76,18,3431.0,9,2081,4052,4260,4260,224,0,397,690,770,0,997,16,958,204,4,0,0,0,0,0,4,0.727
Course 31,187,93,2.01,0.39,83,100.0,12,11,5,439,162,5,100.0,53.1,480,80.75,59.25,65.0,18.66667,0.0,0.0,4.02,18.66667,8.57,22,5143.0,9,4151,5790,6079,6079,492,670,1761,388,840,0,1013,0,626,223,62,4,0,0,0,0,4,0.781
Course 31,110,52,2.12,0.23,45,100.0,10,12,5,239,156,5,100.0,50.1,577,68.08333,64.5,43.66667,24.66667,0.0,0.0,3.86,24.66667,8.42,19,1352.0,9,2284,2929,3028,3028,225,277,531,176,1071,4,123,0,522,99,0,0,0,0,0,0,4,0.764
Course 31,178,74,2.41,0.32,38,100.0,50,12,5,413,151,5,100.0,44.67,368,85.0,53.66667,23.33333,24.0,0.0,0.0,4.01,24.0,10.39,15,2602.0,7,3118,3912,4063,4063,180,174,946,836,982,0,7,0,787,151,0,0,0,0,0,0,4,0.746
Course 31,175,86,2.03,0.37,57,98.51,20,12,5,606,163,5,100.0,64.42,303,88.0,91.16667,58.0,26.66667,0.0,0.0,4.8,26.66667,9.05,26,4707.0,10,3515,6331,6597,6597,823,455,685,947,417,188,423,143,2250,263,3,0,0,0,0,0,4,0.806
Course 31,196,90,2.18,0.38,92,100.0,22,9,5,303,161,5,100.0,56.65,334,64.5,90.33333,44.0,35.66667,0.0,0.0,3.71,35.66667,8.61,17,5326.0,9,2195,3437,3742,3742,252,527,545,247,514,110,393,0,849,235,70,0,0,0,0,0,4,0.748
Course 31,133,84,1.58,0.36,59,100.0,19,11,5,333,160,5,100.0,50.17,323,75.5,52.25,56.33333,17.0,0.0,0.0,4.11,17.0,8.2,18,1633.0,9,2282,2621,3589,3589,237,371,847,183,584,60,8,0,331,196,772,0,0,0,0,0,4,0.729
Course 31,114,59,1.93,0.3,52,100.0,5,12,5,411,157,5,100.0,69.85,264,77.75,115.75,61.0,31.33333,0.0,0.0,4.63,31.33333,7.16,21,3433.0,8,2420,3398,3527,3527,0,127,1479,360,454,0,382,10,586,113,16,0,0,0,0,0,4,0.723
Course 31,106,62,1.71,0.29,75,98.51,8,10,5,384,162,5,100.0,63.48,299,68.0,88.0,67.33333,27.0,0.0,0.0,4.43,27.0,8.42,22,3720.0,9,2410,3459,3637,3637,184,707,812,222,485,0,293,0,756,166,12,0,0,0,0,0,4,0.738
